Date,gasprice,Day,Mean TemperatureF,PrecipitationIn, Events,Smartrip,Ridership
5/13/2009,2.147,Wednesday,61,0,,230,787000
5/14/2009,2.147,Thursday,67,1.05,Rain-Thunderstorm,230,764000
5/15/2009,2.147,Friday,71,0.15,Rain-Thunderstorm,230,769000
5/16/2009,2.147,Saturday,73,0.52,Rain-Thunderstorm,230,409000
5/17/2009,2.147,Sunday,60,0.03,Rain,230,253000
5/18/2009,2.241,Monday,56,0,,230,742000
5/19/2009,2.241,Tuesday,58,0,,230,775000
5/20/2009,2.241,Wednesday,63,0,,230,777000
5/21/2009,2.241,Thursday,65,0,,230,774000
5/22/2009,2.241,Friday,71,0,,230,733000
5/23/2009,2.241,Saturday,75,0,,230,393000
5/24/2009,2.241,Sunday,74,T,Rain,230,325000
5/25/2009,2.344,Monday,75,0.02,Rain-Thunderstorm,230,256000
5/26/2009,2.344,Tuesday,65,1.65,Rain-Thunderstorm,230,676000
5/27/2009,2.344,Wednesday,66,T,,230,742000
5/28/2009,2.344,Thursday,74,0.09,Fog-Rain-Thunderstorm,230,754000
5/29/2009,2.344,Friday,73,0.78,Fog-Rain-Thunderstorm,230,734000
5/30/2009,2.344,Saturday,69,0,,230,347000
5/31/2009,2.344,Sunday,70,0.23,Rain-Thunderstorm,230,227000
6/1/2009,2.407,Monday,65,0,,230,738000
6/2/2009,2.407,Tuesday,77,0,,230,791000
6/3/2009,2.407,Wednesday,75,1.5,Rain-Hail-Thunderstorm,230,807000
6/4/2009,2.407,Thursday,63,0.52,Rain,230,790000
6/5/2009,2.407,Friday,62,0.57,Rain,230,759000
6/6/2009,2.407,Saturday,68,T,,230,440000
6/7/2009,2.407,Sunday,70,0,,230,274000
6/8/2009,2.478,Monday,76,0,,230,762000
6/9/2009,2.478,Tuesday,75,0.89,Rain-Hail-Thunderstorm,230,783000
6/10/2009,2.478,Wednesday,74,0.48,Rain-Thunderstorm,230,832000
6/11/2009,2.478,Thursday,75,T,,230,817000
6/12/2009,2.478,Friday,79,0.02,Rain,230,803000
6/13/2009,2.478,Saturday,77,T,Rain,230,397000
6/14/2009,2.478,Sunday,75,0,,230,271000
6/15/2009,2.541,Monday,74,0,,230,772000
6/16/2009,2.541,Tuesday,70,0,,230,814000
6/17/2009,2.541,Wednesday,65,0.08,Rain,230,809000
6/18/2009,2.541,Thursday,74,1.01,Fog-Rain-Thunderstorm,230,802000
6/19/2009,2.541,Friday,74,0,,230,818000
6/20/2009,2.541,Saturday,81,0.39,Rain-Thunderstorm,230,357000
6/21/2009,2.541,Sunday,75,0,,230,267000
6/22/2009,2.573,Monday,75,0,,230,733000
6/23/2009,2.573,Tuesday,76,0,,230,714000
6/24/2009,2.573,Wednesday,77,0,,230,790000
6/25/2009,2.573,Thursday,80,0,,230,803000
6/26/2009,2.573,Friday,81,0.38,Rain-Hail-Thunderstorm,230,744000
6/27/2009,2.573,Saturday,77,0,,230,408000
6/28/2009,2.573,Sunday,73,T,,230,250000
6/29/2009,2.524,Monday,76,0,,230,731000
6/30/2009,2.524,Tuesday,76,0.02,Rain-Thunderstorm,230,763000
7/1/2009,2.524,Wednesday,76,0.04,Rain-Thunderstorm,230,771000
7/2/2009,2.524,Thursday,73,0.06,Rain,230,744000
7/3/2009,2.524,Friday,71,0.02,,230,467000
7/4/2009,2.524,Saturday,74,0,,230,613000
7/5/2009,2.524,Sunday,69,T,Rain,230,264000
7/6/2009,2.493,Monday,74,0,,230,709000
7/7/2009,2.493,Tuesday,78,0,,230,764000
7/8/2009,2.493,Wednesday,74,0,,230,788000
7/9/2009,2.493,Thursday,73,0,,230,781000
7/10/2009,2.493,Friday,73,0,,230,775000
7/11/2009,2.493,Saturday,76,0.01,Rain,230,385000
7/12/2009,2.493,Sunday,81,0,,230,236000
7/13/2009,2.411,Monday,79,0,,230,751000
7/14/2009,2.411,Tuesday,75,0,,230,788000
7/15/2009,2.411,Wednesday,77,0,,230,809000
7/16/2009,2.411,Thursday,85,0,,230,828000
7/17/2009,2.411,Friday,78,0.13,Rain,230,791000
7/18/2009,2.411,Saturday,75,0,,230,394000
7/19/2009,2.411,Sunday,73,0,,230,267000
7/20/2009,2.347,Monday,77,T,,230,748000
7/21/2009,2.347,Tuesday,79,0,,230,803000
7/22/2009,2.347,Wednesday,80,0,,230,803000
7/23/2009,2.347,Thursday,79,0.56,Rain-Thunderstorm,230,790000
7/24/2009,2.347,Friday,77,0,,230,782000
7/25/2009,2.347,Saturday,81,0.07,Rain-Thunderstorm,230,366000
7/26/2009,2.347,Sunday,81,T,Rain,230,257000
7/27/2009,2.383,Monday,80,T,Rain,230,744000
7/28/2009,2.383,Tuesday,82,T,,230,772000
7/29/2009,2.383,Wednesday,81,0.05,Rain,230,776000
7/30/2009,2.383,Thursday,81,0,,230,773000
7/31/2009,2.383,Friday,81,0.13,Rain,230,744000
8/1/2009,2.383,Saturday,80,0.02,Thunderstorm,230,353000
8/2/2009,2.383,Sunday,77,0.42,Rain-Thunderstorm,230,212000
8/3/2009,2.445,Monday,79,0,,230,731000
8/4/2009,2.445,Tuesday,81,0,,230,789000
8/5/2009,2.445,Wednesday,82,T,Rain,230,777000
8/6/2009,2.445,Thursday,74,0.12,Rain-Thunderstorm,230,763000
8/7/2009,2.445,Friday,75,0,,230,765000
8/8/2009,2.445,Saturday,78,T,Rain,230,341000
8/9/2009,2.445,Sunday,85,0,,230,242000
8/10/2009,2.538,Monday,87,0.23,Rain-Thunderstorm,230,677000
8/11/2009,2.538,Tuesday,84,T,,230,718000
8/12/2009,2.538,Wednesday,81,0,,230,726000
8/13/2009,2.538,Thursday,80,T,Rain,230,727000
8/14/2009,2.538,Friday,80,0,,230,708000
8/15/2009,2.538,Saturday,81,0,,230,324000
8/16/2009,2.538,Sunday,82,0,,230,213000
8/17/2009,2.543,Monday,82,0,,230,670000
8/18/2009,2.543,Tuesday,85,T,Rain,230,717000
8/19/2009,2.543,Wednesday,82,0.13,Rain-Thunderstorm,230,720000
8/20/2009,2.543,Thursday,84,0,,230,734000
8/21/2009,2.543,Friday,84,0.1,Rain-Thunderstorm,230,689000
8/22/2009,2.543,Saturday,78,1.29,Rain-Thunderstorm,230,282000
8/23/2009,2.543,Sunday,79,0,,230,208000
8/24/2009,2.521,Monday,79,0,,230,661000
8/25/2009,2.521,Tuesday,77,0,,230,691000
8/26/2009,2.521,Wednesday,82,0,,230,706000
8/27/2009,2.521,Thursday,82,0,,230,706000
8/28/2009,2.521,Friday,75,0.13,Rain-Thunderstorm,230,682000
8/29/2009,2.521,Saturday,80,0.02,Rain,230,294000
8/30/2009,2.521,Sunday,78,T,,230,197000
8/31/2009,2.498,Monday,69,0,,230,661000
9/1/2009,2.498,Tuesday,68,0,,230,709000
9/2/2009,2.498,Wednesday,67,0,,230,723000
9/3/2009,2.498,Thursday,71,0,,230,714000
9/4/2009,2.498,Friday,74,0,,230,678000
9/5/2009,2.498,Saturday,76,0,,230,288000
9/6/2009,2.498,Sunday,75,0.43,Rain-Thunderstorm,230,227000
9/7/2009,2.455,Monday,72,0.02,Rain,230,169000
9/8/2009,2.455,Tuesday,70,0.07,Rain,230,685000
9/9/2009,2.455,Wednesday,73,0.03,Rain,230,734000
9/10/2009,2.455,Thursday,68,T,,230,743000
9/11/2009,2.455,Friday,64,0.8,Rain,230,719000
9/12/2009,2.455,Saturday,69,0,,230,420000
9/13/2009,2.455,Sunday,73,T,,230,214000
9/14/2009,2.425,Monday,74,0,,230,698000
9/15/2009,2.425,Tuesday,75,0.19,Rain,230,740000
9/16/2009,2.425,Wednesday,72,T,Rain,230,739000
9/17/2009,2.425,Thursday,66,0.01,Rain,230,736000
9/18/2009,2.425,Friday,71,T,,230,714000
9/19/2009,2.425,Saturday,69,0,,230,320000
9/20/2009,2.425,Sunday,67,0,,230,217000
9/21/2009,2.38,Monday,70,0,,230,695000
9/22/2009,2.38,Tuesday,73,0,,230,737000
9/23/2009,2.38,Wednesday,79,0,,230,755000
9/24/2009,2.38,Thursday,80,0.03,,230,762000
9/25/2009,2.38,Friday,71,0.02,Rain,230,744000
9/26/2009,2.38,Saturday,64,1.4,Rain,230,350000
9/27/2009,2.38,Sunday,70,0.23,Rain,230,223000
9/28/2009,2.331,Monday,69,T,,230,677000
9/29/2009,2.331,Tuesday,62,0,,230,772000
9/30/2009,2.331,Wednesday,62,0.08,Rain,230,746000
10/1/2009,2.331,Thursday,58,0,,230,746000
10/2/2009,2.331,Friday,64,0.02,Rain,230,751000
10/3/2009,2.331,Saturday,69,0,,230,376000
10/4/2009,2.331,Sunday,63,0,,230,268000
10/5/2009,2.291,Monday,63,0,,230,723000
10/6/2009,2.291,Tuesday,62,T,,230,756000
10/7/2009,2.291,Wednesday,66,T,Rain,230,761000
10/8/2009,2.291,Thursday,62,T,Rain,230,771000
10/9/2009,2.291,Friday,73,0.01,,230,743000
10/10/2009,2.291,Saturday,64,T,Rain,230,340000
10/11/2009,2.291,Sunday,59,0,,230,275000
10/12/2009,2.329,Monday,53,0,,230,355000
10/13/2009,2.329,Tuesday,62,0,,230,735000
10/14/2009,2.329,Wednesday,49,0.06,Rain,230,757000
10/15/2009,2.329,Thursday,47,0.57,Rain,230,753000
10/16/2009,2.329,Friday,44,0.44,Rain,230,749000
10/17/2009,2.329,Saturday,45,1.2,Rain,230,324000
10/18/2009,2.329,Sunday,46,0.33,Rain,230,221000
10/19/2009,2.444,Monday,50,0,,230,700000
10/20/2009,2.444,Tuesday,56,0,,230,736000
10/21/2009,2.444,Wednesday,61,0,,230,744000
10/22/2009,2.444,Thursday,63,0,,230,750000
10/23/2009,2.444,Friday,61,0.02,Rain,230,763000
10/24/2009,2.444,Saturday,65,0.9,Rain,230,347000
10/25/2009,2.444,Sunday,56,0,,230,325000
10/26/2009,2.575,Monday,55,0.02,,230,718000
10/27/2009,2.575,Tuesday,57,1.23,Rain,230,736000
10/28/2009,2.575,Wednesday,66,0.78,Rain,230,731000
10/29/2009,2.575,Thursday,59,T,,230,747000
10/30/2009,2.575,Friday,58,T,,230,744000
10/31/2009,2.575,Saturday,65,0.13,Rain,230,332000
11/1/2009,2.575,Sunday,55,0.55,Rain,230,185000
11/2/2009,2.603,Monday,55,0,,230,711000
11/3/2009,2.603,Tuesday,55,0,Fog,230,745000
11/4/2009,2.603,Wednesday,47,0,,230,755000
11/5/2009,2.603,Thursday,51,0.01,Rain,230,774000
11/6/2009,2.603,Friday,46,0,,230,747000
11/7/2009,2.603,Saturday,48,0,,230,351000
11/8/2009,2.603,Sunday,60,0,,230,214000
11/9/2009,2.583,Monday,59,0,,230,694000
11/10/2009,2.583,Tuesday,59,T,,230,733000
11/11/2009,2.583,Wednesday,53,0.94,Rain,230,424000
11/12/2009,2.583,Thursday,48,0.6,Rain,230,726000
11/13/2009,2.583,Friday,53,0.33,Rain,230,749000
11/14/2009,2.583,Saturday,57,0.02,Rain,230,347000
11/15/2009,2.583,Sunday,61,0,Fog,230,225000
11/16/2009,2.558,Monday,60,0,,230,705000
11/17/2009,2.558,Tuesday,53,0,,230,747000
11/18/2009,2.558,Wednesday,52,0,,230,766000
11/19/2009,2.558,Thursday,57,0.57,Fog-Rain-Thunderstorm,230,749000
11/20/2009,2.558,Friday,53,0.01,Rain,230,762000
11/21/2009,2.558,Saturday,52,0,,230,329000
11/22/2009,2.558,Sunday,50,0,,230,199000
11/23/2009,2.552,Monday,48,0.58,Rain,230,686000
11/24/2009,2.552,Tuesday,51,0.3,Rain,230,709000
11/25/2009,2.552,Wednesday,52,0.18,Rain,230,619000
11/26/2009,2.552,Thursday,48,0.13,Fog-Rain,230,112000
11/27/2009,2.552,Friday,46,0.03,Rain,230,364000
11/28/2009,2.552,Saturday,46,0,,230,267000
11/29/2009,2.552,Sunday,50,T,,230,170000
11/30/2009,2.548,Monday,49,0.18,Rain,230,654000
12/1/2009,2.548,Tuesday,44,0,,230,726000
12/2/2009,2.548,Wednesday,50,0.48,Rain,230,738000
12/3/2009,2.548,Thursday,56,0.29,Rain,230,776000
12/4/2009,2.548,Friday,46,0,,230,745000
12/5/2009,2.548,Saturday,40,0.68,Rain-Snow,230,261000
12/6/2009,2.548,Sunday,35,0,,230,206000
12/7/2009,2.552,Monday,38,0,,230,692000
12/8/2009,2.552,Tuesday,40,0.3,Rain,230,733000
12/9/2009,2.552,Wednesday,45,1.29,Rain,230,741000
12/10/2009,2.552,Thursday,40,0,,230,746000
12/11/2009,2.552,Friday,32,0,,230,716000
12/12/2009,2.552,Saturday,36,0,,230,297000
12/13/2009,2.552,Sunday,40,0.43,Fog-Rain,230,148000
12/14/2009,2.537,Monday,41,0,Fog,230,680000
12/15/2009,2.537,Tuesday,50,0,,230,724000
12/16/2009,2.537,Wednesday,36,0,,230,723000
12/17/2009,2.537,Thursday,33,0,,230,716000
12/18/2009,2.537,Friday,31,0.11,Fog-Snow,230,700000
12/19/2009,2.537,Saturday,27,0.4,Fog-Snow,230,101000
12/20/2009,2.537,Sunday,32,T,Snow,230,95000
12/21/2009,2.522,Monday,33,0,,230,368000
12/22/2009,2.522,Tuesday,33,0,,230,643000
12/23/2009,2.522,Wednesday,34,0,,230,604000
12/24/2009,2.522,Thursday,32,0,,230,352000
12/25/2009,2.522,Friday,38,0.58,Fog-Rain,230,64000
12/26/2009,2.522,Saturday,47,0.86,Fog-Rain,230,207000
12/27/2009,2.522,Sunday,42,0,,230,195000
12/28/2009,2.53,Monday,37,0,,230,525000
12/29/2009,2.53,Tuesday,30,0,,230,565000
12/30/2009,2.53,Wednesday,28,0,,230,558000
12/31/2009,2.53,Thursday,34,0.43,Rain,230,461000
1/1/2010,2.53,Friday,37,0,,230,166000
1/2/2010,2.53,Saturday,25,0,,230,227000
1/3/2010,2.53,Sunday,22,0,,230,132000
1/4/2010,2.563,Monday,29,0,,230,623000
1/5/2010,2.563,Tuesday,32,T,Snow,230,685000
1/6/2010,2.563,Wednesday,34,T,Snow,230,686000
1/7/2010,2.563,Thursday,34,T,Snow,230,710000
1/8/2010,2.563,Friday,28,0.03,Fog-Snow,230,682000
1/9/2010,2.563,Saturday,30,0,,230,264000
1/10/2010,2.563,Sunday,26,0,,230,172000
1/11/2010,2.66,Monday,28,0,,230,685000
1/12/2010,2.66,Tuesday,32,0,,230,729000
1/13/2010,2.66,Wednesday,36,0,,230,723000
1/14/2010,2.66,Thursday,38,0,,230,737000
1/15/2010,2.66,Friday,43,0,,230,725000
1/16/2010,2.66,Saturday,42,0,,230,329000
1/17/2010,2.66,Sunday,41,0.68,Rain,230,187000
1/18/2010,2.677,Monday,47,0,,230,271000
1/19/2010,2.677,Tuesday,47,T,Rain,230,713000
1/20/2010,2.677,Wednesday,40,0.03,Rain-Snow,230,733000
1/21/2010,2.677,Thursday,38,0.08,Rain,230,755000
1/22/2010,2.677,Friday,40,0.03,Rain,230,785000
1/23/2010,2.677,Saturday,39,0,,230,342000
1/24/2010,2.677,Sunday,47,0.1,Rain,230,167000
1/25/2010,2.634,Monday,57,0.29,Rain,230,676000
1/26/2010,2.634,Tuesday,41,T,,230,717000
1/27/2010,2.634,Wednesday,38,0,,230,745000
1/28/2010,2.634,Thursday,40,0,,230,729000
1/29/2010,2.634,Friday,24,0,,230,718000
1/30/2010,2.634,Saturday,21,0.13,Snow,230,279000
1/31/2010,2.634,Sunday,25,T,Snow,230,199000
2/1/2010,2.602,Monday,30,0,,230,698000
2/2/2010,2.602,Tuesday,34,0.2,Snow,230,724000
2/3/2010,2.602,Wednesday,36,0.06,Fog-Snow,230,664000
2/4/2010,2.602,Thursday,36,0,,230,750000
2/5/2010,2.602,Friday,35,0.61,Fog-Snow,230,513000
2/6/2010,2.602,Saturday,27,0.38,Snow,230,61000
2/7/2010,2.602,Sunday,24,0,,230,92000
2/8/2010,2.581,Monday,28,0,,230,124000
2/9/2010,2.581,Tuesday,29,0.38,Fog-Rain-Snow,230,256000
2/10/2010,2.581,Wednesday,26,0.16,Rain-Snow,230,33000
2/11/2010,2.581,Thursday,35,0,,230,114000
2/12/2010,2.581,Friday,34,0,,230,526000
2/13/2010,2.581,Saturday,31,0,,230,313000
2/14/2010,2.581,Sunday,31,0,,230,256000
2/15/2010,2.543,Monday,29,0.04,Snow,230,308000
2/16/2010,2.543,Tuesday,33,T,Snow,230,741000
2/17/2010,2.543,Wednesday,31,0,,230,780000
2/18/2010,2.543,Thursday,39,0,,230,798000
2/19/2010,2.543,Friday,41,0,,230,793000
2/20/2010,2.543,Saturday,39,0,,230,348000
2/21/2010,2.543,Sunday,40,0,,230,210000
2/22/2010,2.566,Monday,40,0.27,Rain,230,708000
2/23/2010,2.566,Tuesday,41,T,,230,754000
2/24/2010,2.566,Wednesday,42,T,Rain,230,761000
2/25/2010,2.566,Thursday,37,0.01,Rain-Snow,230,742000
2/26/2010,2.566,Friday,35,T,,230,714000
2/27/2010,2.566,Saturday,39,T,Snow,230,319000
2/28/2010,2.566,Sunday,42,T,Rain,230,185000
3/1/2010,2.604,Monday,44,0,,230,700000
3/2/2010,2.604,Tuesday,40,0.06,Rain-Snow,230,736000
3/3/2010,2.604,Wednesday,40,T,Rain,230,758000
3/4/2010,2.604,Thursday,42,0,,230,767000
3/5/2010,2.604,Friday,44,0,,230,747000
3/6/2010,2.604,Saturday,44,0,,230,377000
3/7/2010,2.604,Sunday,49,0,,230,222000
3/8/2010,2.644,Monday,50,0,,230,725000
3/9/2010,2.644,Tuesday,52,0,,230,764000
3/10/2010,2.644,Wednesday,54,0,,230,773000
3/11/2010,2.644,Thursday,56,T,Rain,230,763000
3/12/2010,2.644,Friday,52,0.61,Rain,230,740000
3/13/2010,2.644,Saturday,52,0.6,Rain,230,332000
3/14/2010,2.644,Sunday,51,0.31,Rain,230,214000
3/15/2010,2.723,Monday,48,0.05,Rain,230,718000
3/16/2010,2.723,Tuesday,55,0,,230,780000
3/17/2010,2.723,Wednesday,55,0,,230,802000
3/18/2010,2.723,Thursday,56,0,,230,784000
3/19/2010,2.723,Friday,59,0,,230,780000
3/20/2010,2.723,Saturday,60,0,,230,466000
3/21/2010,2.723,Sunday,63,0,,230,331000
3/22/2010,2.766,Monday,58,0.53,Rain-Thunderstorm,230,707000
3/23/2010,2.766,Tuesday,50,0.01,Rain,230,773000
3/24/2010,2.766,Wednesday,58,0,,230,794000
3/25/2010,2.766,Thursday,61,0.02,Rain,230,780000
3/26/2010,2.766,Friday,47,0.32,Rain,230,741000
3/27/2010,2.766,Saturday,41,0,,230,446000
3/28/2010,2.766,Sunday,50,0.8,Rain,230,252000
3/29/2010,2.751,Monday,54,0.23,Rain,230,712000
3/30/2010,2.751,Tuesday,51,0.02,Rain,230,764000
3/31/2010,2.751,Wednesday,60,T,Rain,230,806000
4/1/2010,2.751,Thursday,60,0,,230,867000
4/2/2010,2.751,Friday,65,0,,230,876000
4/3/2010,2.751,Saturday,61,0,,230,641000
4/4/2010,2.751,Sunday,66,0,,230,332000
4/5/2010,2.789,Monday,69,0,,230,823000
4/6/2010,2.789,Tuesday,76,0,,230,831000
4/7/2010,2.789,Wednesday,77,0,,230,857000
4/8/2010,2.789,Thursday,70,0.62,Rain-Thunderstorm,230,843000
4/9/2010,2.789,Friday,53,0.07,Rain,230,833000
4/10/2010,2.789,Saturday,55,0,,230,530000
4/11/2010,2.789,Sunday,61,0,,230,309000
4/12/2010,2.814,Monday,64,0,,230,742000
4/13/2010,2.814,Tuesday,53,0.12,Rain,230,767000
4/14/2010,2.814,Wednesday,55,0,,230,787000
4/15/2010,2.814,Thursday,59,0,,230,813000
4/16/2010,2.814,Friday,71,T,Rain,230,767000
4/17/2010,2.814,Saturday,58,T,Rain,230,382000
4/18/2010,2.814,Sunday,50,0,,230,244000
4/19/2010,2.808,Monday,56,0,,230,757000
4/20/2010,2.808,Tuesday,58,0,,230,803000
4/21/2010,2.808,Wednesday,55,0.22,Rain,230,776000
4/22/2010,2.808,Thursday,62,0,Fog,230,809000
4/23/2010,2.808,Friday,63,0,,230,803000
4/24/2010,2.808,Saturday,59,0.05,Rain,230,323000
4/25/2010,2.808,Sunday,65,0.11,Rain-Thunderstorm,230,241000
4/26/2010,2.81,Monday,58,0.3,Rain,230,700000
4/27/2010,2.81,Tuesday,56,T,,230,750000
4/28/2010,2.81,Wednesday,52,0,,230,769000
4/29/2010,2.81,Thursday,58,0,,230,755000
4/30/2010,2.81,Friday,66,0,,230,745000
5/1/2010,2.81,Saturday,75,0,,230,358000
5/2/2010,2.81,Sunday,79,T,Rain,230,217000
5/3/2010,2.835,Monday,77,0.23,Rain,230,685000
5/4/2010,2.835,Tuesday,75,0,,230,758000
5/5/2010,2.835,Wednesday,71,0,,230,778000
5/6/2010,2.835,Thursday,75,0,,230,767000
5/7/2010,2.835,Friday,68,0,,230,750000
5/8/2010,2.835,Saturday,67,T,Rain,230,341000
5/9/2010,2.835,Sunday,56,T,,230,205000
5/10/2010,2.838,Monday,55,0,,230,691000
5/11/2010,2.838,Tuesday,52,0.11,Rain,230,729000
5/12/2010,2.838,Wednesday,67,T,Rain,230,750000
5/13/2010,2.838,Thursday,58,0,,230,759000
5/14/2010,2.838,Friday,74,0.14,Rain-Hail-Thunderstorm,230,734000
5/15/2010,2.838,Saturday,72,0,,230,370000
5/16/2010,2.838,Sunday,69,0,,230,242000
5/17/2010,2.799,Monday,59,0.49,Rain,230,697000
5/18/2010,2.799,Tuesday,58,0.14,Rain,230,739000
5/19/2010,2.799,Wednesday,60,0,,230,774000
5/20/2010,2.799,Thursday,69,0,,230,801000
5/21/2010,2.799,Friday,72,0,,230,772000
5/22/2010,2.799,Saturday,71,0.06,Rain,230,367000
5/23/2010,2.799,Sunday,71,0.64,Rain-Thunderstorm,230,215000
5/24/2010,2.714,Monday,73,T,Rain,230,712000
5/25/2010,2.714,Tuesday,74,T,Rain,230,754000
5/26/2010,2.714,Wednesday,77,0,,230,780000
5/27/2010,2.714,Thursday,81,0.26,Rain-Thunderstorm,230,754000
5/28/2010,2.714,Friday,71,0.33,Rain-Thunderstorm,230,683000
5/29/2010,2.714,Saturday,73,0,,230,334000
5/30/2010,2.714,Sunday,79,0,,230,300000
5/31/2010,2.638,Monday,81,0,,230,249000
6/1/2010,2.638,Tuesday,80,0.06,Rain-Thunderstorm,230,726000
6/2/2010,2.638,Wednesday,80,0,,230,776000
6/3/2010,2.638,Thursday,82,0.33,Rain-Thunderstorm,230,775000
6/4/2010,2.638,Friday,80,0,,230,788000
6/5/2010,2.638,Saturday,82,0,,230,393000
6/6/2010,2.638,Sunday,80,0.03,Rain,230,235000
6/7/2010,2.61,Monday,71,0,,230,756000
6/8/2010,2.61,Tuesday,70,0,,230,847000
6/9/2010,2.61,Wednesday,71,0.06,Rain,230,792000
6/10/2010,2.61,Thursday,80,0.05,,230,826000
6/11/2010,2.61,Friday,77,0,,230,784000
6/12/2010,2.61,Saturday,81,T,Rain-Thunderstorm,230,364000
6/13/2010,2.61,Sunday,84,0,,230,246000
6/14/2010,2.593,Monday,83,0.27,Rain,230,759000
6/15/2010,2.593,Tuesday,77,0.01,Rain,230,815000
6/16/2010,2.593,Wednesday,77,0.02,Rain,230,802000
6/17/2010,2.593,Thursday,80,0,,230,823000
6/18/2010,2.593,Friday,76,0,,230,835000
6/19/2010,2.593,Saturday,82,0,,230,386000
6/20/2010,2.593,Sunday,86,0,,230,258000
6/21/2010,2.624,Monday,85,0,,230,768000
6/22/2010,2.624,Tuesday,85,0.25,Rain-Thunderstorm,230,814000
6/23/2010,2.624,Wednesday,86,0,,230,894000
6/24/2010,2.624,Thursday,89,0,Rain,230,801000
6/25/2010,2.624,Friday,84,0,,230,803000
6/26/2010,2.624,Saturday,84,0,,230,427000
6/27/2010,2.624,Sunday,87,0,,230,258000
6/28/2010,2.64,Monday,85,0.79,Rain-Thunderstorm,230,741000
6/29/2010,2.64,Tuesday,85,0,,230,789000
6/30/2010,2.64,Wednesday,74,0,,230,787000
7/1/2010,2.64,Thursday,73,0,,230,817000
7/2/2010,2.64,Friday,73,0,,230,781000
7/3/2010,2.64,Saturday,75,0,,230,438000
7/4/2010,2.64,Sunday,81,0,,230,562000
7/5/2010,2.609,Monday,86,0,,230,283000
7/6/2010,2.609,Tuesday,90,0,,230,745000
7/7/2010,2.609,Wednesday,91,0,,230,769000
7/8/2010,2.609,Thursday,88,0,,230,789000
7/9/2010,2.609,Friday,85,0.02,Rain,230,792000
7/10/2010,2.609,Saturday,79,1.17,Rain,230,320000
7/11/2010,2.609,Sunday,83,0,,230,250000
7/12/2010,2.591,Monday,80,0.4,Rain-Thunderstorm,230,736000
7/13/2010,2.591,Tuesday,80,1.86,Fog-Rain-Thunderstorm,230,787000
7/14/2010,2.591,Wednesday,82,0.34,Rain-Thunderstorm,230,800000
7/15/2010,2.591,Thursday,83,0,,230,815000
7/16/2010,2.591,Friday,87,0.01,Rain-Thunderstorm,230,778000
7/17/2010,2.591,Saturday,85,0,Rain-Thunderstorm,230,358000
7/18/2010,2.591,Sunday,85,T,Rain-Thunderstorm,230,247000
7/19/2010,2.584,Monday,85,0.03,Rain,230,743000
7/20/2010,2.584,Tuesday,84,T,Rain,230,789000
7/21/2010,2.584,Wednesday,84,T,,230,796000
7/22/2010,2.584,Thursday,88,0,,230,804000
7/23/2010,2.584,Friday,88,0,,230,806000
7/24/2010,2.584,Saturday,91,0,,230,337000
7/25/2010,2.584,Sunday,87,0.64,Fog-Rain-Thunderstorm,230,240000
7/26/2010,2.613,Monday,82,0,,230,739000
7/27/2010,2.613,Tuesday,80,0,,230,819000
7/28/2010,2.613,Wednesday,84,0,,230,810000
7/29/2010,2.613,Thursday,85,0.7,Rain-Thunderstorm,230,773000
7/30/2010,2.613,Friday,78,0,,230,792000
7/31/2010,2.613,Saturday,79,T,,230,374000
8/1/2010,2.613,Sunday,75,0.05,Rain,230,246000
8/2/2010,2.62,Monday,77,T,,230,707000
8/3/2010,2.62,Tuesday,80,0,,230,724000
8/4/2010,2.62,Wednesday,86,0.08,Rain-Thunderstorm,230,737000
8/5/2010,2.62,Thursday,86,0.47,Rain-Thunderstorm,230,716000
8/6/2010,2.62,Friday,82,0,,230,715000
8/7/2010,2.62,Saturday,78,0,,230,319000
8/8/2010,2.62,Sunday,81,0,,230,213000
8/9/2010,2.669,Monday,84,0,,230,680000
8/10/2010,2.669,Tuesday,87,0,,230,732000
8/11/2010,2.669,Wednesday,89,0,,230,722000
8/12/2010,2.669,Thursday,81,0.98,Rain-Thunderstorm,230,694000
8/13/2010,2.669,Friday,77,0.18,Rain,230,711000
8/14/2010,2.669,Saturday,77,0,,230,328000
8/15/2010,2.669,Sunday,77,0.16,Rain,230,203000
8/16/2010,2.634,Monday,83,0,,230,666000
8/17/2010,2.634,Tuesday,84,0,,230,704000
8/18/2010,2.634,Wednesday,76,0.52,Rain,230,675000
8/19/2010,2.634,Thursday,80,0,,230,721000
8/20/2010,2.634,Friday,82,0,,230,690000
8/21/2010,2.634,Saturday,81,0,,230,310000
8/22/2010,2.634,Sunday,83,0.15,Rain-Thunderstorm,230,192000
8/23/2010,2.581,Monday,79,T,Rain,230,671000
8/24/2010,2.581,Tuesday,72,T,Rain,230,702000
8/25/2010,2.581,Wednesday,75,0,,230,726000
8/26/2010,2.581,Thursday,78,0,,230,740000
8/27/2010,2.581,Friday,75,0,,230,771000
8/28/2010,2.581,Saturday,79,0,,230,472000
8/29/2010,2.581,Sunday,81,0,,230,230000
8/30/2010,2.527,Monday,85,0,,230,669000
8/31/2010,2.527,Tuesday,84,0,,230,700000
9/1/2010,2.527,Wednesday,86,0,,230,720000
9/2/2010,2.527,Thursday,85,0,,230,715000
9/3/2010,2.527,Friday,84,0,,230,674000
9/4/2010,2.527,Saturday,78,0,,230,311000
9/5/2010,2.527,Sunday,72,0,,230,242000
