Date,gasprice,Day,Mean TemperatureF,PrecipitationIn, Events,Smartrip,Ridership
4/30/2013,3.456,Tuesday,59,0.02,Rain,245,713000
5/1/2013,3.456,Wednesday,61,0,,245,725000
5/2/2013,3.456,Thursday,59,0,,245,747000
5/3/2013,3.456,Friday,59,0,,245,709000
5/4/2013,3.456,Saturday,60,0,,245,331000
5/5/2013,3.456,Sunday,56,0,,245,207000
5/6/2013,3.446,Monday,59,T,Rain,245,677000
5/7/2013,3.446,Tuesday,63,0.55,Rain,245,714000
5/8/2013,3.446,Wednesday,66,0.04,Rain,245,753000
5/9/2013,3.446,Thursday,67,0.06,Rain,245,755000
5/10/2013,3.446,Friday,71,0.48,Fog-Rain-Thunderstorm,245,757000
5/11/2013,3.446,Saturday,72,0.07,Rain-Thunderstorm,245,323000
5/12/2013,3.446,Sunday,60,T,Rain,245,220000
5/13/2013,3.456,Monday,55,0,,245,694000
5/14/2013,3.456,Tuesday,55,0,,245,729000
5/15/2013,3.456,Wednesday,72,T,Rain,245,743000
5/16/2013,3.456,Thursday,77,T,Rain,245,750000
5/17/2013,3.456,Friday,73,0,,245,725000
5/18/2013,3.456,Saturday,64,0.06,Rain,245,281000
5/19/2013,3.456,Sunday,69,0.02,Fog-Rain,245,201000
5/20/2013,3.491,Monday,74,T,Rain,245,690000
5/21/2013,3.491,Tuesday,75,0,,245,740000
5/22/2013,3.491,Wednesday,78,0.02,Rain,245,748000
5/23/2013,3.491,Thursday,75,0.17,Rain-Thunderstorm,245,732000
5/24/2013,3.491,Friday,58,0.01,Rain,245,674000
5/25/2013,3.491,Saturday,57,0,,245,359000
5/26/2013,3.491,Sunday,63,0,,245,317000
5/27/2013,3.479,Monday,63,0,,245,283000
5/28/2013,3.479,Tuesday,74,1.34,Rain-Thunderstorm,245,713000
5/29/2013,3.479,Wednesday,80,0,,245,735000
5/30/2013,3.479,Thursday,80,0,,245,740000
5/31/2013,3.479,Friday,81,0,,245,718000
6/1/2013,3.479,Saturday,82,0,,245,253000
6/2/2013,3.479,Sunday,79,0.12,Rain-Thunderstorm,245,195000
6/3/2013,3.464,Monday,76,0.42,Rain,245,694000
6/4/2013,3.464,Tuesday,70,0,,245,779000
6/5/2013,3.464,Wednesday,70,0,,245,784000
6/6/2013,3.464,Thursday,70,0.85,Rain,245,768000
6/7/2013,3.464,Friday,71,1.67,Rain,245,686000
6/8/2013,3.464,Saturday,75,T,Rain,245,361000
6/9/2013,3.464,Sunday,76,0.01,Rain,245,255000
6/10/2013,3.461,Monday,75,2.77,Fog-Rain-Thunderstorm,245,701000
6/11/2013,3.461,Tuesday,77,0,,245,775000
6/12/2013,3.461,Wednesday,81,0,,245,782000
6/13/2013,3.461,Thursday,81,0.02,Rain-Thunderstorm,245,702000
6/14/2013,3.461,Friday,72,0.02,Rain,245,749000
6/15/2013,3.461,Saturday,74,0,,245,301000
6/16/2013,3.461,Sunday,78,T,Rain,245,195000
6/17/2013,3.485,Monday,80,T,Rain,245,710000
6/18/2013,3.485,Tuesday,73,0.23,Rain,245,748000
6/19/2013,3.485,Wednesday,73,0,,245,774000
6/20/2013,3.485,Thursday,73,0,,245,793000
6/21/2013,3.485,Friday,74,0,,245,765000
6/22/2013,3.485,Saturday,77,0,,245,365000
6/23/2013,3.485,Sunday,79,0.46,Rain,245,236000
6/24/2013,3.485,Monday,82,0.02,Rain-Thunderstorm,245,716000
6/25/2013,3.485,Tuesday,83,T,Rain-Thunderstorm,245,779000
6/26/2013,3.485,Wednesday,82,0.01,Rain-Thunderstorm,245,787000
6/27/2013,3.485,Thursday,78,0.23,Rain,245,777000
6/28/2013,3.485,Friday,79,2.86,Rain-Hail-Thunderstorm,245,715000
6/29/2013,3.485,Saturday,79,0,,245,331000
6/30/2013,3.485,Sunday,82,0.28,Rain-Thunderstorm,245,206000
7/1/2013,3.442,Monday,79,0.6,Rain,245,717000
7/2/2013,3.442,Tuesday,79,0.17,Rain,245,759000
7/3/2013,3.442,Wednesday,81,0.15,Rain,245,756000
7/4/2013,3.442,Thursday,83,0,,245,527000
7/5/2013,3.442,Friday,83,0,,245,580000
7/6/2013,3.442,Saturday,85,0,,245,334000
7/7/2013,3.442,Sunday,83,0.04,Rain,245,223000
7/8/2013,3.423,Monday,80,0.04,Rain-Thunderstorm,245,693000
7/9/2013,3.423,Tuesday,81,T,Rain,245,753000
7/10/2013,3.423,Wednesday,83,0.57,Rain-Thunderstorm,245,756000
7/11/2013,3.423,Thursday,81,T,Rain,245,774000
7/12/2013,3.423,Friday,73,1.39,Rain-Thunderstorm,245,779000
7/13/2013,3.423,Saturday,79,0.07,Rain,245,336000
7/14/2013,3.423,Sunday,82,0,,245,233000
7/15/2013,3.549,Monday,86,0,,245,727000
7/16/2013,3.549,Tuesday,88,0,,245,765000
7/17/2013,3.549,Wednesday,89,0,,245,773000
7/18/2013,3.549,Thursday,88,1.04,Rain-Thunderstorm,245,754000
7/19/2013,3.549,Friday,88,0,,245,737000
7/20/2013,3.549,Saturday,87,0,Thunderstorm,245,332000
7/21/2013,3.549,Sunday,86,T,Rain-Thunderstorm,245,231000
7/22/2013,3.616,Monday,83,0.1,Rain,245,739000
7/23/2013,3.616,Tuesday,83,T,Rain-Thunderstorm,245,783000
7/24/2013,3.616,Wednesday,80,0,,245,790000
7/25/2013,3.616,Thursday,74,0,,245,783000
7/26/2013,3.616,Friday,76,0,,245,768000
7/27/2013,3.616,Saturday,79,0.26,Rain-Thunderstorm,245,340000
7/28/2013,3.616,Sunday,78,T,Rain,245,226000
7/29/2013,3.599,Monday,76,0,,245,698000
7/30/2013,3.599,Tuesday,76,0,,245,736000
7/31/2013,3.599,Wednesday,77,T,Rain,245,732000
8/1/2013,3.599,Thursday,77,0.41,Rain-Thunderstorm,245,726000
8/2/2013,3.599,Friday,80,0,,245,714000
8/3/2013,3.599,Saturday,76,0.03,Rain,245,293000
8/4/2013,3.599,Sunday,76,0,,245,215000
8/5/2013,3.556,Monday,73,0,,245,703000
8/6/2013,3.556,Tuesday,72,0.07,Rain,245,726000
8/7/2013,3.556,Wednesday,79,T,Rain,245,732000
8/8/2013,3.556,Thursday,82,T,Rain-Thunderstorm,245,707000
8/9/2013,3.556,Friday,86,0,,245,693000
8/10/2013,3.556,Saturday,80,0.01,Rain,245,326000
8/11/2013,3.556,Sunday,80,0,,245,219000
8/12/2013,3.484,Monday,83,T,Rain,245,648000
8/13/2013,3.484,Tuesday,80,0.44,Rain-Thunderstorm,245,698000
8/14/2013,3.484,Wednesday,70,0,,245,726000
8/15/2013,3.484,Thursday,70,0,,245,716000
8/16/2013,3.484,Friday,72,0,,245,665000
8/17/2013,3.484,Saturday,72,0,,245,292000
8/18/2013,3.484,Sunday,71,0.19,Rain,245,176000
8/19/2013,3.466,Monday,70,0,,245,641000
8/20/2013,3.466,Tuesday,79,0,,245,686000
8/21/2013,3.466,Wednesday,81,0.07,Rain-Thunderstorm,245,693000
8/22/2013,3.466,Thursday,83,T,Rain,245,693000
8/23/2013,3.466,Friday,73,0.11,Rain,245,657000
8/24/2013,3.466,Saturday,75,0,,245,428000
8/25/2013,3.466,Sunday,74,0,,245,202000
8/26/2013,3.451,Monday,77,0,,245,654000
8/27/2013,3.451,Tuesday,84,T,Rain,245,708000
8/28/2013,3.451,Wednesday,79,0.01,Rain,245,699000
8/29/2013,3.451,Thursday,81,T,Rain,245,701000
8/30/2013,3.451,Friday,80,0,,245,648000
8/31/2013,3.451,Saturday,83,0,,245,297000
9/1/2013,3.451,Sunday,83,0.01,,245,231000
9/2/2013,3.441,Monday,83,0.11,Rain-Thunderstorm,245,182000
9/3/2013,3.441,Tuesday,79,0,,245,665000
9/4/2013,3.441,Wednesday,75,0,,245,698000
9/5/2013,3.441,Thursday,78,0,,245,691000
9/6/2013,3.441,Friday,70,0,,245,686000
9/7/2013,3.441,Saturday,71,0,,245,262000
9/8/2013,3.441,Sunday,80,T,Rain,245,173000
9/9/2013,3.395,Monday,73,0,,245,690000
9/10/2013,3.395,Tuesday,83,0,,245,724000
9/11/2013,3.395,Wednesday,85,0,,245,730000
9/12/2013,3.395,Thursday,83,0.18,Rain-Thunderstorm,245,721000
9/13/2013,3.395,Friday,72,T,Rain,245,722000
9/14/2013,3.395,Saturday,65,0,,245,311000
9/15/2013,3.395,Sunday,66,0,,245,192000
9/16/2013,3.339,Monday,70,0.05,Rain,245,663000
9/17/2013,3.339,Tuesday,63,0,,245,742000
9/18/2013,3.339,Wednesday,63,0,,245,755000
9/19/2013,3.339,Thursday,67,0,,245,746000
9/20/2013,3.339,Friday,72,0,,245,740000
9/21/2013,3.339,Saturday,72,0.87,Rain,245,318000
9/22/2013,3.339,Sunday,67,0,Rain,245,260000
9/23/2013,3.277,Monday,62,0,,245,677000
9/24/2013,3.277,Tuesday,63,0,,245,718000
9/25/2013,3.277,Wednesday,66,0,,245,724000
9/26/2013,3.277,Thursday,68,0,,245,725000
9/27/2013,3.277,Friday,67,0,,245,710000
9/28/2013,3.277,Saturday,67,0,,245,321000
9/29/2013,3.277,Sunday,66,0,,245,198000
9/30/2013,3.205,Monday,66,0,,245,679000
10/1/2013,3.205,Tuesday,72,0,,245,665000
10/2/2013,3.205,Wednesday,76,0,,245,607000
10/3/2013,3.205,Thursday,76,0,,245,622000
10/4/2013,3.205,Friday,78,0,,245,610000
10/5/2013,3.205,Saturday,79,0,,245,235000
10/6/2013,3.205,Sunday,80,0,,245,148000
10/7/2013,3.184,Monday,68,1.13,Rain-Thunderstorm,245,555000
10/8/2013,3.184,Tuesday,62,0,,245,621000
10/9/2013,3.184,Wednesday,60,0.13,Rain,245,609000
10/10/2013,3.184,Thursday,58,1.78,Rain,245,602000
10/11/2013,3.184,Friday,62,2.76,Rain-Thunderstorm,245,570000
10/12/2013,3.184,Saturday,66,0.29,Rain,245,275000
10/13/2013,3.184,Sunday,63,0.03,Rain,245,183000
10/14/2013,3.227,Monday,64,0,,245,346000
10/15/2013,3.227,Tuesday,64,T,Rain,245,594000
10/16/2013,3.227,Wednesday,68,T,Rain,245,612000
10/17/2013,3.227,Thursday,70,T,Rain,245,692000
10/18/2013,3.227,Friday,61,0,,245,709000
10/19/2013,3.227,Saturday,60,T,Rain,245,316000
10/20/2013,3.227,Sunday,58,0,,245,235000
10/21/2013,3.215,Monday,57,0,,245,676000
10/22/2013,3.215,Tuesday,60,T,Rain,245,722000
10/23/2013,3.215,Wednesday,54,0.07,Rain,245,727000
10/24/2013,3.215,Thursday,48,0,,245,739000
10/25/2013,3.215,Friday,48,0,,245,736000
10/26/2013,3.215,Saturday,46,0,,245,366000
10/27/2013,3.215,Sunday,53,0,,245,307000
10/28/2013,3.17,Monday,55,0,,245,671000
10/29/2013,3.17,Tuesday,55,0,,245,715000
10/30/2013,3.17,Wednesday,59,0.06,Rain,245,714000
10/31/2013,3.17,Thursday,62,T,Rain,245,716000
11/1/2013,3.17,Friday,67,0.14,Rain,245,696000
11/2/2013,3.17,Saturday,62,T,Rain,245,295000
11/3/2013,3.17,Sunday,52,0,,245,192000
11/4/2013,3.146,Monday,43,0,,245,681000
11/5/2013,3.146,Tuesday,50,0,,245,721000
11/6/2013,3.146,Wednesday,61,0,,245,720000
11/7/2013,3.146,Thursday,55,0.01,Rain,245,729000
11/8/2013,3.146,Friday,45,0,,245,705000
11/9/2013,3.146,Saturday,45,0,,245,296000
11/10/2013,3.146,Sunday,54,0,,245,195000
11/11/2013,3.093,Monday,49,0,,245,367000
11/12/2013,3.093,Tuesday,44,T,,245,693000
11/13/2013,3.093,Wednesday,39,0,,245,708000
11/14/2013,3.093,Thursday,42,0,,245,721000
11/15/2013,3.093,Friday,48,0.08,Rain,245,697000
11/16/2013,3.093,Saturday,51,0.34,Rain,245,271000
11/17/2013,3.093,Sunday,59,T,Rain,245,172000
11/18/2013,3.176,Monday,62,0.15,Rain,245,671000
11/19/2013,3.176,Tuesday,47,0,,245,715000
11/20/2013,3.176,Wednesday,43,0,,245,729000
11/21/2013,3.176,Thursday,44,0,,245,721000
11/22/2013,3.176,Friday,55,T,,245,709000
11/23/2013,3.176,Saturday,47,T,Snow,245,283000
11/24/2013,3.176,Sunday,30,0,,245,166000
11/25/2013,3.311,Monday,31,0,,245,657000
11/26/2013,3.311,Tuesday,42,1.46,Rain,245,637000
11/27/2013,3.311,Wednesday,37,0.74,Rain-Snow,245,528000
11/28/2013,3.311,Thursday,34,0,,245,104000
11/29/2013,3.311,Friday,37,0,,245,326000
11/30/2013,3.311,Saturday,34,0,,245,223000
12/1/2013,3.311,Sunday,39,0,,245,168000
12/2/2013,3.301,Monday,46,0,,245,640000
12/3/2013,3.301,Tuesday,49,0,,245,706000
12/4/2013,3.301,Wednesday,49,0,,245,716000
12/5/2013,3.301,Thursday,59,T,Fog-Rain,245,711000
12/6/2013,3.301,Friday,53,0.63,Fog-Rain,245,692000
12/7/2013,3.301,Saturday,39,0.16,Rain,245,286000
12/8/2013,3.301,Sunday,32,0.82,Rain-Snow,245,164000
12/9/2013,3.27,Monday,35,0.69,Rain,245,577000
12/10/2013,3.27,Tuesday,36,0.35,Fog-Rain-Snow,245,316000
12/11/2013,3.27,Wednesday,34,0,,245,710000
12/12/2013,3.27,Thursday,31,0,,245,709000
12/13/2013,3.27,Friday,35,0,,245,689000
12/14/2013,3.27,Saturday,38,0.46,Rain,245,257000
12/15/2013,3.27,Sunday,42,0,,245,183000
12/16/2013,3.235,Monday,36,0,,245,659000
12/17/2013,3.235,Tuesday,38,0.02,Rain-Snow,245,694000
12/18/2013,3.235,Wednesday,38,T,Snow,245,693000
12/19/2013,3.235,Thursday,46,0,,245,681000
12/20/2013,3.235,Friday,52,0,,245,634000
12/21/2013,3.235,Saturday,62,0,,245,273000
12/22/2013,3.235,Sunday,65,0.24,Fog-Rain,245,158000
12/23/2013,3.266,Monday,53,0.85,Fog-Rain,245,479000
12/24/2013,3.266,Tuesday,35,T,Snow,245,341000
12/25/2013,3.266,Wednesday,28,0,,245,67000
12/26/2013,3.266,Thursday,36,0,,245,351000
12/27/2013,3.266,Friday,40,0,,245,427000
12/28/2013,3.266,Saturday,44,0,,245,261000
12/29/2013,3.266,Sunday,47,1.31,Rain,245,142000
12/30/2013,3.323,Monday,42,0,,245,496000
12/31/2013,3.323,Tuesday,40,0,,245,482000
1/1/2014,3.323,Wednesday,39,0,,130,147000
1/2/2014,3.323,Thursday,36,0.34,Fog-Rain-Snow,130,551000
1/3/2014,3.323,Friday,26,T,Snow,130,461000
1/4/2014,3.323,Saturday,26,0,,130,219000
1/5/2014,3.323,Sunday,37,0.11,Fog-Rain,130,142000
1/6/2014,3.309,Monday,30,0.13,Fog-Rain,130,614000
1/7/2014,3.309,Tuesday,14,0,,130,550000
1/8/2014,3.309,Wednesday,22,0,,130,645000
1/9/2014,3.309,Thursday,35,0,,130,668000
1/10/2014,3.309,Friday,34,0.29,Fog-Rain,130,651000
1/11/2014,3.309,Saturday,48,0.87,Fog-Rain,130,247000
1/12/2014,3.309,Sunday,34,0.57,,130,197000
1/13/2014,3.28,Monday,47,0,,130,672000
1/14/2014,3.28,Tuesday,48,0.35,Fog-Rain,130,714000
1/15/2014,3.28,Wednesday,45,T,Fog-Rain,130,724000
1/16/2014,3.28,Thursday,38,T,Snow,130,715000
1/17/2014,3.28,Friday,40,0,,130,683000
1/18/2014,3.28,Saturday,33,T,Rain-Snow,130,244000
1/19/2014,3.28,Sunday,38,0,,130,160000
1/20/2014,3.249,Monday,49,0,,130,268000
1/21/2014,3.249,Tuesday,29,0.18,Snow,130,290000
1/22/2014,3.249,Wednesday,14,T,,130,560000
1/23/2014,3.249,Thursday,20,T,Snow,130,680000
1/24/2014,3.249,Friday,18,0,,130,664000
1/25/2014,3.249,Saturday,29,T,Snow,130,251000
1/26/2014,3.249,Sunday,27,0,,130,158000
1/27/2014,3.226,Monday,39,0,,130,661000
1/28/2014,3.226,Tuesday,18,T,Snow,130,663000
1/29/2014,3.226,Wednesday,20,0.03,Snow,130,669000
1/30/2014,3.226,Thursday,25,0,,130,682000
1/31/2014,3.226,Friday,38,0,,130,672000
2/1/2014,3.226,Saturday,41,0,,130,284000
2/2/2014,3.226,Sunday,49,0,,130,181000
2/3/2014,3.21,Monday,42,1.48,Rain-Snow,130,619000
2/4/2014,3.21,Tuesday,35,0.05,Rain,130,703000
2/5/2014,3.21,Wednesday,39,0.33,Rain,130,642000
2/6/2014,3.21,Thursday,34,0,,130,709000
2/7/2014,3.21,Friday,37,0,,130,682000
2/8/2014,3.21,Saturday,33,T,Snow,130,262000
2/9/2014,3.21,Sunday,33,T,Rain-Snow,130,154000
2/10/2014,3.194,Monday,30,0,,130,659000
2/11/2014,3.194,Tuesday,29,0,,130,701000
2/12/2014,3.194,Wednesday,25,0.09,Snow,130,702000
2/13/2014,3.194,Thursday,33,1.61,Rain-Snow,130,106000
2/14/2014,3.194,Friday,43,0,,130,540000
2/15/2014,3.194,Saturday,36,0.07,Rain-Snow,130,250000
2/16/2014,3.194,Sunday,33,0,,130,192000
2/17/2014,3.244,Monday,32,0,,130,262000
2/18/2014,3.244,Tuesday,44,0.06,Snow,130,698000
2/19/2014,3.244,Wednesday,49,0.12,Rain,130,715000
2/20/2014,3.244,Thursday,47,0,,130,728000
2/21/2014,3.244,Friday,55,0.03,Rain,130,695000
2/22/2014,3.244,Saturday,49,0,Fog,130,317000
2/23/2014,3.244,Sunday,55,0,,130,180000
2/24/2014,3.286,Monday,41,T,,130,673000
2/25/2014,3.286,Tuesday,35,0.11,Snow,130,696000
2/26/2014,3.286,Wednesday,33,0.07,Snow,130,675000
2/27/2014,3.286,Thursday,32,0,,130,711000
2/28/2014,3.286,Friday,22,0,,130,673000
3/1/2014,3.286,Saturday,35,0,,130,278000
3/2/2014,3.286,Sunday,45,0.23,Rain,130,183000
3/3/2014,3.3,Monday,28,0.55,Rain-Snow,130,132000
3/4/2014,3.3,Tuesday,24,0,,130,632000
3/5/2014,3.3,Wednesday,35,0,,130,728000
3/6/2014,3.3,Thursday,31,0,,130,726000
3/7/2014,3.3,Friday,39,0,,130,698000
3/8/2014,3.3,Saturday,50,0,,130,323000
3/9/2014,3.3,Sunday,47,0,,130,192000
3/10/2014,3.337,Monday,50,0,,130,699000
3/11/2014,3.337,Tuesday,58,0,,130,734000
3/12/2014,3.337,Wednesday,51,0.04,Rain,130,728000
3/13/2014,3.337,Thursday,30,0,,130,726000
3/14/2014,3.337,Friday,44,0,,130,726000
3/15/2014,3.337,Saturday,59,0,,130,417000
3/16/2014,3.337,Sunday,40,0.32,Fog-Rain-Snow,130,212000
3/17/2014,3.391,Monday,30,0.35,Fog-Snow,130,241000
3/18/2014,3.391,Tuesday,37,0,,130,723000
3/19/2014,3.391,Wednesday,40,0.37,Rain,130,731000
3/20/2014,3.391,Thursday,52,0,Fog,130,751000
3/21/2014,3.391,Friday,51,0,,130,722000
3/22/2014,3.391,Saturday,59,0,,130,385000
3/23/2014,3.391,Sunday,43,0,,130,217000
3/24/2014,3.432,Monday,35,0,,130,699000
3/25/2014,3.432,Tuesday,34,0.29,Snow,130,716000
3/26/2014,3.432,Wednesday,35,T,Snow,130,745000
3/27/2014,3.432,Thursday,40,0,,130,750000
3/28/2014,3.432,Friday,57,0.04,Rain,130,730000
3/29/2014,3.432,Saturday,58,1.02,Fog-Rain,130,329000
3/30/2014,3.432,Sunday,45,1.05,Rain-Snow,130,184000
3/31/2014,3.493,Monday,55,T,Rain,130,706000
4/1/2014,3.493,Tuesday,56,0,,130,758000
4/2/2014,3.493,Wednesday,57,0,,130,753000
4/3/2014,3.493,Thursday,61,T,Rain,130,753000
4/4/2014,3.493,Friday,57,0.06,Rain,130,783000
4/5/2014,3.493,Saturday,53,0,,130,464000
4/6/2014,3.493,Sunday,51,0,,130,308000
4/7/2014,3.536,Monday,48,0.38,Rain,130,690000
4/8/2014,3.536,Tuesday,60,0.04,Rain,130,766000
4/9/2014,3.536,Wednesday,57,0,,130,786000
4/10/2014,3.536,Thursday,59,0,,130,818000
4/11/2014,3.536,Friday,71,T,Rain,130,793000
4/12/2014,3.536,Saturday,67,0,,130,638000
4/13/2014,3.536,Sunday,70,0,,130,406000
4/14/2014,3.555,Monday,73,0.06,Rain,130,747000
4/15/2014,3.555,Tuesday,55,1.47,Rain-Snow,130,678000
4/16/2014,3.555,Wednesday,43,0,,130,733000
4/17/2014,3.555,Thursday,48,0,,130,780000
4/18/2014,3.555,Friday,48,0,,130,736000
4/19/2014,3.555,Saturday,59,0,,130,402000
4/20/2014,3.555,Sunday,56,0,,130,224000
4/21/2014,3.566,Monday,57,0,,130,692000
4/22/2014,3.566,Tuesday,62,0.03,Rain,130,736000
4/23/2014,3.566,Wednesday,55,0,,130,757000
4/24/2014,3.566,Thursday,56,0,,130,776000
4/25/2014,3.566,Friday,59,0.39,Rain-Thunderstorm,130,752000
4/26/2014,3.566,Saturday,64,0.02,Rain,130,395000
4/27/2014,3.566,Sunday,60,0,,130,312000
4/28/2014,3.595,Monday,56,0.11,Rain,130,678000
4/29/2014,3.595,Tuesday,48,1.21,Rain,130,698000
4/30/2014,3.595,Wednesday,60,2.7,Fog-Rain-Thunderstorm,130,682000
5/1/2014,3.595,Thursday,67,0.16,Fog-Rain,130,733000
5/2/2014,3.595,Friday,64,0,,130,706000
5/3/2014,3.595,Saturday,66,T,Rain,130,341000
5/4/2014,3.595,Sunday,68,0,,130,217000
5/5/2014,3.573,Monday,58,0.38,Rain-Thunderstorm,130,699000
5/6/2014,3.573,Tuesday,64,0,Rain,130,740000
5/7/2014,3.573,Wednesday,60,0.14,Rain-Thunderstorm,130,750000
5/8/2014,3.573,Thursday,73,T,Rain,130,737000
5/9/2014,3.573,Friday,69,T,Rain,130,715000
5/10/2014,3.573,Saturday,73,0.16,Rain,130,318000
5/11/2014,3.573,Sunday,72,0,,130,213000
5/12/2014,3.533,Monday,75,0.08,Rain,130,682000
5/13/2014,3.533,Tuesday,78,0,Thunderstorm,130,731000
5/14/2014,3.533,Wednesday,64,T,Rain,130,729000
5/15/2014,3.533,Thursday,74,0.4,Rain,130,749000
5/16/2014,3.533,Friday,64,2.25,Rain,130,705000
5/17/2014,3.533,Saturday,61,0,,130,362000
5/18/2014,3.533,Sunday,61,0,,130,254000
5/19/2014,3.527,Monday,62,0,,130,702000
5/20/2014,3.527,Tuesday,67,T,,130,751000
5/21/2014,3.527,Wednesday,72,0.16,Rain-Thunderstorm,130,749000
5/22/2014,3.527,Thursday,77,T,Rain,130,731000
5/23/2014,3.527,Friday,71,0,,130,674000
5/24/2014,3.527,Saturday,68,0,,130,329000
5/25/2014,3.527,Sunday,72,0,,130,284000
5/26/2014,3.556,Monday,76,0,,130,268000
5/27/2014,3.556,Tuesday,81,0.91,Rain-Thunderstorm,130,685000
5/28/2014,3.556,Wednesday,75,0.03,Rain,130,732000
5/29/2014,3.556,Thursday,60,0.29,Rain,130,726000
5/30/2014,3.556,Friday,68,T,,130,734000
5/31/2014,3.556,Saturday,71,0,,130,328000
6/1/2014,3.556,Sunday,68,0,,130,239000
6/2/2014,3.557,Monday,70,0,,130,700000
6/3/2014,3.557,Tuesday,77,0.01,Rain,130,754000
6/4/2014,3.557,Wednesday,80,0.41,Rain,130,773000
6/5/2014,3.557,Thursday,74,0.01,Rain,130,769000
6/6/2014,3.557,Friday,72,0,,130,737000
6/7/2014,3.557,Saturday,75,0,,130,353000
6/8/2014,3.557,Sunday,76,0.24,Rain,130,242000
6/9/2014,3.54,Monday,78,0.21,Rain,130,710000
6/10/2014,3.54,Tuesday,81,0.78,Rain,130,752000
6/11/2014,3.54,Wednesday,80,0.8,Rain-Thunderstorm,130,759000
6/12/2014,3.54,Thursday,76,0.09,Rain,130,754000
6/13/2014,3.54,Friday,78,0.22,Rain-Thunderstorm,130,722000
6/14/2014,3.54,Saturday,72,0,,130,322000
6/15/2014,3.54,Sunday,72,0,,130,222000
6/16/2014,3.564,Monday,79,0,,130,734000
6/17/2014,3.564,Tuesday,85,0,,130,793000
6/18/2014,3.564,Wednesday,86,T,,130,787000
6/19/2014,3.564,Thursday,81,T,Rain-Thunderstorm,130,781000
6/20/2014,3.564,Friday,79,T,,130,767000
6/21/2014,3.564,Saturday,72,T,Rain,130,343000
6/22/2014,3.564,Sunday,75,0.09,Rain,130,264000
6/23/2014,3.593,Monday,77,0,,130,714000
6/24/2014,3.593,Tuesday,78,0,,130,773000
6/25/2014,3.593,Wednesday,82,0.45,Rain-Thunderstorm,130,776000
6/26/2014,3.593,Thursday,82,0,,130,769000
6/27/2014,3.593,Friday,80,0,,130,738000
6/28/2014,3.593,Saturday,78,0,,130,295000
6/29/2014,3.593,Sunday,78,0,,130,200000
6/30/2014,3.602,Monday,81,0,,130,720000
7/1/2014,3.602,Tuesday,85,0,,130,771000
7/2/2014,3.602,Wednesday,88,0.04,Rain-Thunderstorm,130,748000
7/3/2014,3.602,Thursday,84,0.36,Rain-Thunderstorm,130,686000
7/4/2014,3.602,Friday,76,0.16,Rain,130,596000
7/5/2014,3.602,Saturday,75,0,,130,368000
7/6/2014,3.602,Sunday,77,0,,130,251000
7/7/2014,3.574,Monday,84,0,,130,699000
7/8/2014,3.574,Tuesday,84,0.76,Rain-Thunderstorm,130,762000
7/9/2014,3.574,Wednesday,81,0.02,Rain-Thunderstorm,130,741000
7/10/2014,3.574,Thursday,78,1.31,Rain-Thunderstorm,130,752000
7/11/2014,3.574,Friday,79,0,,130,737000
7/12/2014,3.574,Saturday,82,0,,130,319000
7/13/2014,3.574,Sunday,85,0.05,Rain-Thunderstorm,130,224000
7/14/2014,3.532,Monday,85,0.16,Rain-Thunderstorm,130,699000
7/15/2014,3.532,Tuesday,81,1.71,Rain-Thunderstorm,130,745000
7/16/2014,3.532,Wednesday,77,0,,130,775000
7/17/2014,3.532,Thursday,75,0,,130,773000
7/18/2014,3.532,Friday,77,0,,130,764000
7/19/2014,3.532,Saturday,79,T,Rain,130,359000
7/20/2014,3.532,Sunday,79,0,,130,254000
7/21/2014,3.485,Monday,80,0,,130,709000
7/22/2014,3.485,Tuesday,81,0,,130,761000
7/23/2014,3.485,Wednesday,85,T,Rain-Thunderstorm,130,762000
7/24/2014,3.485,Thursday,77,0.01,Rain,130,757000
7/25/2014,3.485,Friday,75,0,,130,764000
7/26/2014,3.485,Saturday,80,T,Rain,130,387000
7/27/2014,3.485,Sunday,80,0.1,Rain,130,238000
7/28/2014,3.439,Monday,79,T,Rain-Thunderstorm,130,707000
7/29/2014,3.439,Tuesday,72,0,,130,775000
7/30/2014,3.439,Wednesday,70,0,,130,770000
7/31/2014,3.439,Thursday,78,0,,130,784000
8/1/2014,3.439,Friday,74,0.11,Rain,130,741000
8/2/2014,3.439,Saturday,76,0.06,Rain,130,359000
8/3/2014,3.439,Sunday,78,0.45,Rain-Thunderstorm,130,247000
8/4/2014,3.393,Monday,79,0,,130,733000
8/5/2014,3.393,Tuesday,81,0.38,Rain,130,771000
8/6/2014,3.393,Wednesday,78,0,Rain-Thunderstorm,130,760000
8/7/2014,3.393,Thursday,79,0,,130,785000
8/8/2014,3.393,Friday,77,0,,130,714000
8/9/2014,3.393,Saturday,79,T,,130,321000
8/10/2014,3.393,Sunday,80,0,,130,228000
8/11/2014,3.353,Monday,78,0.03,Rain,130,699000
8/12/2014,3.353,Tuesday,76,1.6,Rain-Thunderstorm,130,666000
8/13/2014,3.353,Wednesday,78,0,,130,727000
8/14/2014,3.353,Thursday,75,0,,130,720000
8/15/2014,3.353,Friday,72,0,,130,714000
8/16/2014,3.353,Saturday,75,0,,130,343000
8/17/2014,3.353,Sunday,80,0.01,Rain,130,239000
8/18/2014,3.324,Monday,78,0,,130,670000
8/19/2014,3.324,Tuesday,80,T,Rain,130,711000
